maker,product_name,url,fields_found,has_analysis_section,is_therapeutic,disclosed_crude_protein,disclosed_crude_fat,disclosed_crude_fiber,disclosed_crude_ash,disclosed_moisture,disclosed_calorie,disclosed_phosphorus,disclosed_ingredients,crude_protein_value,crude_fat_value,crude_fiber_value,crude_ash_value,moisture_value,calorie_kcal,phosphorus_value,calcium_value,sodium_value,magnesium_value,ingredients_snippet,fetched_at
日本ペットフード株式会社,コンボ キャット 連パック 腎臓の健康維持 | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpkd,10,True,True,yes,yes,yes,yes,yes,no,yes,yes,26.5%,9.5%,4.5%,9.0%,10.0%,,0.6%,0.75%,0.5%,０８%,表示する 穀類（トウモロコシ、小麦粉、コーングルテンミール、パン粉）、肉類（牛肉粉、豚肉粉）、魚介類（フィッシュミール、フィッシュパウダー、カツオブシ、マグロブシ、マグロエキス、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、海藻粉末（ＤＨＡ源）、オリゴ糖、ミネラル類（カルシウム、カリウム、ナトリウム,2026-06-21
日本ペットフード株式会社,コンボ キャット 連パック 毛玉対応メニュー ささみ味チップ・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cphk,9,True,False,yes,yes,yes,yes,yes,no,yes,yes,28.5%,9.0%,4.5%,9.0%,10.0%,,0.8%,0.9%,,１２%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉、丸鶏エキス（鶏ササミを含む））、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、魚肉すり身、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、豆類（脱脂,2026-06-21
日本ペットフード株式会社,コンボ キャット 連パック 毛玉対応メニュー まぐろ節・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cphf,9,True,False,yes,yes,yes,yes,yes,no,yes,yes,28.5%,9.0%,4.5%,9.0%,10.0%,,0.8%,0.9%,,１２%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、フィッシュパウダー、マグロブシ、カツオブシ、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、脱脂大豆、オリゴ糖、ハーブ（タイム、ディ,2026-06-21
日本ペットフード株式会社,コンボ キャット 連パック 毛玉対応メニュー １１歳以上 かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cph11,10,True,False,yes,yes,yes,yes,yes,no,yes,yes,27.5%,8.5%,4.5%,9.0%,10.0%,,0.6%,0.7%,0.5%,0.12%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、魚肉すり身、カツオエキス、マグロエキス、小魚粉末、カツオ節粉、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、でん粉、豆類（脱脂大豆、大,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット まぐろ味・鶏肉・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpck,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、フリーズドライ鶏肉、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、魚介類（カツオブシ、フィッシュパウダー、マグロ節粉）、オリゴ糖、ミネラル類（カルシウム、リン、カ,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット まぐろ味・鶏肉・小魚添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcf,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、フリーズドライ鶏肉、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、魚介類（小魚、フィッシュパウダー、マグロ節粉）、オリゴ糖、ミネラル類（カルシウム、リン、カリウム,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット まぐろ味・角切りまぐろ・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcm,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、魚介類（フリーズドライマグロ、カツオブシ、フィッシュパウダー、マグロ節粉）、オリゴ糖、ミネラル類（カルシウム、リン、,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット まぐろ味・チーズ・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcz,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、魚介類（カツオブシ、フィッシュパウダー、マグロ節粉）、フリーズドライチーズ、オリゴ糖、ミネラル類（カルシウム、リン、,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット まぐろ味・サーモン＆チキン添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcs,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、フリーズドライサーモン＆鶏肉、魚介類（フィッシュパウダー、マグロ節粉）、オリゴ糖、ミネラル類（カルシウム、リン、カリ,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット 避妊・去勢後用 まぐろ味・鶏肉・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcl,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,１%,５%,０%,０%,345kcal,８%,９%,,１１%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉、フリーズドライ鶏肉、チキンレバーパウダー）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、マグロ節粉）、油脂類（植物性油脂（ピュアオリーブオイル含む）、動物性油脂）、脱脂大豆、海藻粉末（ＤＨＡ源）、オリ,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット 毛玉排出サポート まぐろ味・鶏肉・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpch,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,８%,９%,,１１%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉、フリーズドライ鶏肉、チキンレバーパウダー）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、マグロ節粉）、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、脱脂大豆、オリゴ糖、ミネラル類（カル,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット １５歳以上用 まぐろ味・鶏肉・かつお節添え | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpc15,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,０%,０%,０%,360kcal,５%,６%,,１１%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、フリーズドライ鶏肉、チキンレバーパウダー）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、マグロ節粉）、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、オリゴ糖、コエンザイムＱ１０、ミネラ,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット まぐろ味・チーズ＆まぐろ節パウダー仕立て | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcmz,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、魚介類（フィッシュパウダー、マグロ節粉）、チーズパウダー、オリゴ糖、ミネラル類（カルシウム、リン、カリウム、ナトリウ,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット チキン味・チーズ＆まぐろ節パウダー仕立て | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpccz,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、チーズパウダー、魚介類（フィッシュパウダー、マグロ節粉）、オリゴ糖、ミネラル類（カルシウム、リン、カリウム、ナトリウ,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット まぐろ味・鶏パウダー仕立て | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcmt,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、フリーズドライ鶏パウダー、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、魚介類（フィッシュパウダー、マグロ節粉）、オリゴ糖、ミネラル類（カルシウム、リン、カリウム,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット チキン味・鶏パウダー仕立て | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcct,10,True,False,yes,yes,yes,yes,yes,yes,yes,yes,０%,０%,５%,０%,０%,350kcal,７%,９%,,０８%,表示する 穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール、フリーズドライ鶏パウダー、チキンレバーパウダー）、α化でん粉、油脂類（動物性油脂、植物性油脂（ピュアオリーブオイル含む））、魚介類（フィッシュパウダー、マグロ節粉）、オリゴ糖、ミネラル類（カルシウム、リン、カリウム,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット パウチ かつお・国産かつおだし入り | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcp1,7,True,False,yes,yes,yes,yes,yes,yes,no,yes,5.5%,0.1%,0.5%,1.0%,91.0%,14kcal,,,,,表示する 魚介類（カツオ、国産カツオダシ）、でん粉、酵母エキス 保証成分 表示する たんぱく質5.5 ％以上、脂質0.1 ％以上、粗繊維0.5 ％以下、灰分1.0 ％以下、水分91.0 ％以下 ラインアップ コンボ ピュア キャット パウチ かつお・国産かつおだし入り コンボ ピュア キャット パウチ かつお・国産真鯛,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット パウチ かつお・国産真鯛だし入り | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcp2,7,True,False,yes,yes,yes,yes,yes,yes,no,yes,5.5%,0.1%,0.5%,1.0%,91.0%,14kcal,,,,,表示する 魚介類（カツオ、国産マダイダシ）、でん粉、酵母エキス 保証成分 表示する たんぱく質5.5 ％以上、脂質0.1 ％以上、粗繊維0.5 ％以下、灰分1.0 ％以下、水分91.0 ％以下 ラインアップ コンボ ピュア キャット パウチ かつお・国産かつおだし入り コンボ ピュア キャット パウチ かつお・国産真鯛,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット パウチ まぐろ・国産煮干しだし入り | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcp3,7,True,False,yes,yes,yes,yes,yes,yes,no,yes,5.5%,0.1%,0.5%,1.0%,91.0%,14kcal,,,,,表示する 魚介類（マグロ、国産ニボシダシ）、でん粉、酵母エキス 保証成分 表示する たんぱく質5.5 ％以上、脂質0.1 ％以上、粗繊維0.5 ％以下、灰分1.0 ％以下、水分91.0 ％以下 ラインアップ コンボ ピュア キャット パウチ かつお・国産かつおだし入り コンボ ピュア キャット パウチ かつお・国産真鯛,2026-06-21
日本ペットフード株式会社,コンボ ピュア キャット パウチ まぐろ・国産合わせだし入り | 日本ペットフード株式会社,https://www.npf.co.jp/cat-products/cat-detail/cpcp4,7,True,False,yes,yes,yes,yes,yes,yes,no,yes,5.5%,0.1%,0.5%,1.0%,91.0%,14kcal,,,,,表示する 魚介類（マグロ、国産カツオダシ）、でん粉、酵母エキス、国産コンブダシ 保証成分 表示する たんぱく質5.5 ％以上、脂質0.1 ％以上、粗繊維0.5 ％以下、灰分1.0 ％以下、水分91.0 ％以下 ラインアップ コンボ ピュア キャット パウチ かつお・国産かつおだし入り コンボ ピュア キャット パウチ,2026-06-21
